,,,,kp,ki,kd,,,,,,
,,,,0.2,0,1,,,,,,
,,,,,,,,,,,,
time,error,roll,sample time,p,i,d,pid,,p edited,I edited,d edited,pid edited
36671,-29.53,29.53,0.06,-88.6,-19.44,-530.17,-200,,-5.906,0,-341.6666667,-347.5726667
36731,-48.85,48.85,0.06,-146.54,-19.58,-482.81,-200,,-9.77,0,-322,-331.77
36793,-61.97,61.97,0.06,-185.91,-19.78,-317.54,-200,,-12.394,0,-218.6666667,-231.0606667
36854,-65.84,65.84,0.06,-197.54,-19.98,-95.29,-200,,-13.168,0,-64.5,-77.668
36915,-59.6,59.6,0.06,-178.79,-20.16,153.69,-45.25,,-11.92,0,104,92.08
36974,-44.85,44.85,0.06,-134.54,-20.29,375,200,,-8.97,0,245.8333333,236.8633333
37032,-24.34,24.34,0.06,-73.03,-20.36,530.17,200,,-4.868,0,341.8333333,336.9653333
37091,-1.66,1.66,0.06,-4.97,-20.37,576.8,200,,-0.332,0,378,377.668
37146,18.65,-18.65,0.05,55.97,-20.31,553.98,200,,3.73,0,406.2,409.93
37203,30.78,-30.78,0.06,92.34,-20.23,319.08,200,,6.156,0,202.1666667,208.3226667
37261,37.34,-37.34,0.06,112.03,-20.12,169.72,200,,7.468,0,109.3333333,116.8013333
37319,34.47,-34.47,0.06,103.4,-20.02,-74.35,9.03,,6.894,0,-47.83333333,-40.93933333
37376,25.22,-25.22,0.06,75.65,-19.95,-243.42,-187.72,,5.044,0,-154.1666667,-149.1226667
37434,7.53,-7.53,0.06,22.59,-19.93,-457.44,-200,,1.506,0,-294.8333333,-293.3273333
37491,-13.85,13.85,0.06,-41.54,-19.96,-562.5,-200,,-2.77,0,-356.3333333,-359.1033333
37552,-34.1,34.1,0.06,-102.29,-20.07,-497.95,-200,,-6.82,0,-337.5,-344.32
37613,-50.03,50.03,0.06,-150.1,-20.22,-391.91,-200,,-10.006,0,-265.5,-275.506
37675,-58.41,58.41,0.06,-175.22,-20.4,-202.62,-200,,-11.682,0,-139.6666667,-151.3486667
37736,-57.72,57.72,0.06,-173.16,-20.58,16.91,-176.83,,-11.544,0,11.5,-0.044
37795,-48.16,48.16,0.06,-144.47,-20.72,243.11,77.92,,-9.632,0,159.3333333,149.7013333
37854,-31.78,31.78,0.06,-95.35,-20.81,416.31,200,,-6.356,0,273,266.644
37912,-11.35,11.35,0.06,-34.04,-20.85,528.56,200,,-2.27,0,340.5,338.23
37969,10.03,-10.03,0.06,30.09,-20.82,562.5,200,,2.006,0,356.3333333,358.3393333
38027,25.78,-25.78,0.06,77.34,-20.74,407.33,200,,5.156,0,262.5,267.656
38084,38.65,-38.65,0.06,115.96,-20.63,338.82,200,,7.73,0,214.5,222.23
38142,42.78,-42.78,0.06,128.34,-20.51,106.68,200,,8.556,0,68.83333333,77.38933333
38201,37.53,-37.53,0.06,112.59,-20.4,-133.47,-41.28,,7.506,0,-87.5,-79.994
38260,26.53,-26.53,0.06,79.59,-20.32,-279.66,-200,,5.306,0,-183.3333333,-178.0273333
38320,6.78,-6.78,0.06,20.34,-20.3,-493.75,-200,,1.356,0,-329.1666667,-327.8106667
38377,-16.53,16.53,0.06,-49.6,-20.35,-613.49,-200,,-3.306,0,-388.5,-391.806
38436,-38.91,38.91,0.06,-116.72,-20.46,-568.86,-200,,-7.782,0,-373,-380.782
38498,-57.47,57.47,0.06,-172.41,-20.64,-449.09,-200,,-11.494,0,-309.3333333,-320.8273333
38559,-69.09,69.09,0.06,-207.29,-20.85,-285.86,-200,,-13.818,0,-193.6666667,-207.4846667
38621,-71.34,71.34,0.06,-214.04,-21.07,-54.44,-200,,-14.268,0,-37.5,-51.768
38681,-64.09,64.09,0.06,-192.29,-21.26,181.25,-32.3,,-12.818,0,120.8333333,108.0153333
38740,-49.16,49.16,0.06,-147.47,-21.41,379.77,200,,-9.832,0,248.8333333,239.0013333
38800,-29.84,29.84,0.06,-89.53,-21.5,482.81,200,,-5.968,0,322,316.032
38858,-9.41,9.41,0.06,-28.22,-21.53,528.56,200,,-1.882,0,340.5,338.618
38915,7.41,-7.41,0.06,22.21,-21.51,442.43,200,,1.482,0,280.3333333,281.8153333
38969,15.9,-15.9,0.05,47.72,-21.46,236.11,200,,3.18,0,169.8,172.98
39026,17.47,-17.47,0.06,52.4,-21.41,41.12,72.11,,3.494,0,26.16666667,29.66066667
39081,11.4,-11.4,0.05,34.22,-21.38,-165.34,-152.51,,2.28,0,-121.4,-119.12
39141,-2.97,2.97,0.06,-8.91,-21.39,-359.38,-200,,-0.594,0,-239.5,-240.094
39198,-21.91,21.91,0.06,-65.72,-21.45,-498.36,-200,,-4.382,0,-315.6666667,-320.0486667
39259,-41.47,41.47,0.06,-124.41,-21.58,-481.05,-200,,-8.294,0,-326,-334.294
39320,-59.53,59.53,0.06,-178.6,-21.76,-444.16,-200,,-11.906,0,-301,-312.906
39382,-71.97,71.97,0.06,-215.91,-21.98,-300.91,-200,,-14.394,0,-207.3333333,-221.7273333
39443,-75.97,75.97,0.06,-227.91,-22.22,-98.36,-200,,-15.194,0,-66.66666667,-81.86066667
39503,-70.84,70.84,0.06,-212.54,-22.43,128.13,-106.84,,-14.168,0,85.5,71.332
39563,-57.91,57.91,0.06,-173.72,-22.6,323.44,127.11,,-11.582,0,215.5,203.918
39622,-39.47,39.47,0.06,-118.41,-22.72,468.75,200,,-7.894,0,307.3333333,299.4393333
39682,-18.59,18.59,0.06,-55.78,-22.77,521.88,200,,-3.718,0,348,344.282
39740,1.72,-1.72,0.06,5.15,-22.77,525.32,200,,0.344,0,338.5,338.844
39794,16.53,-16.53,0.05,49.59,-22.72,411.46,200,,3.306,0,296.2,299.506
39852,27.59,-27.59,0.06,82.78,-22.64,286.1,200,,5.518,0,184.3333333,189.8513333
39909,30.53,-30.53,0.06,91.59,-22.56,77.3,146.34,,6.106,0,49,55.106
39964,26.4,-26.4,0.05,79.22,-22.48,-112.5,-55.77,,5.28,0,-82.6,-77.32
40023,14.72,-14.72,0.06,44.15,-22.44,-297.14,-200,,2.944,0,-194.6666667,-191.7226667
